from_id	to_id	weight
U100	U1524	1
U100	U2395	1
U10000	U10464	1
U10003	U12434	1
U10003	U15156	2
U10006	U13509	1
U10006	U40445	2
U10007	U10103	1
U10009	U13509	2
U10009	U15618	2
U10010	U25643	1
U10010	U26912	2
U10010	U39493	2
U10012	U10298	2
U10012	U12113	1
U10012	U13106	1
U10012	U14163	2
U10012	U14561	1
U10012	U15617	1
U10012	U18419	1
U10012	U18451	1
U10012	U18555	1
U10012	U20233	1
U10017	U21178	2
U10021	U10844	2
U10021	U10860	1
U10021	U10864	2
U10021	U11293	1
U10021	U13045	1
U10021	U16973	2
U10022	U13390	1
U10023	U16500	1
U10024	U11932	1
U10026	U13385	1
U10026	U33489	1
U10027	U10862	2
U10027	U16972	1
U10028	U16972	1
U10029	U10857	2
U10029	U34377	1
U1003	U15611	1
U10032	U11951	1
U10032	U39091	1
U10032	U39902	1
U10035	U16501	1
U10037	U10862	2
U10037	U23911	1
U1004	U16595	1
U10040	U22186	1
U10044	U11319	1
U10044	U11363	1
U10044	U20602	1
U10044	U22947	1
U10050	U20422	1
U10051	U19608	1
U10053	U13854	1
U10053	U27781	1
U10053	U37421	2
U10054	U24010	2
U10054	U32345	1
U10054	U32640	1
U10054	U38984	1
U10054	U39744	1
U10062	U14017	1
U10064	U19085	1
U10065	U10092	1
U10065	U19085	1
U10066	U10075	1
U10066	U27341	1
U10069	U18895	2
U10070	U13768	1
U10070	U16375	1
U10070	U24018	1
U10070	U24022	2
U10070	U38984	1
U10071	U18895	1
U10073	U14316	1
U10073	U19006	1
U10074	U30349	1
U10075	U11842	2
U10075	U42377	2
U10076	U10092	2
U10076	U18895	1
U10076	U22465	1
U10078	U19085	2
U10078	U25458	1
U10078	U30059	1
U10079	U10086	2
U10079	U10092	1
U10079	U19085	1
U10079	U26996	2
U10079	U27000	1
U10080	U10092	1
U10080	U10955	1
U10080	U18895	1
U10080	U19084	1
U10080	U20028	1
U10080	U20030	2
U10080	U22707	2
U10080	U27000	1
U10080	U29723	1
U10084	U11081	1
U10084	U29355	1
U10084	U41111	2
U10085	U19085	1
U10088	U19085	1
U10088	U22707	1
U10088	U41414	1
U10089	U19482	1
U10089	U27780	2
U10090	U18898	2
U10090	U21709	1
U10090	U25132	2
U10090	U26718	2
U10092	U18884	1
U10092	U18896	1
U10092	U19085	2
U10092	U19853	1
U10092	U26998	2
U10096	U15142	1
U10096	U20222	1
U10097	U17668	1
U10097	U20222	1
U10098	U20661	1
U10098	U21325	1
U10099	U21323	1
U10100	U13893	1
U10101	U10112	1
U10103	U11855	1
U10103	U32317	1
U10105	U10111	1
U10105	U23372	1
U10105	U27249	1
U10106	U10492	1
U10106	U10614	2
U10106	U17610	2
U10106	U21018	1
U10109	U20222	1
U10109	U20223	1
U10109	U38562	2
U10111	U10122	1
U10111	U13637	1
U10111	U15671	2
U10111	U20223	2
U10111	U26907	1
U10111	U29605	1
U10111	U30434	1
U10112	U13637	1
U10113	U21950	1
U10113	U24533	1
U10113	U25459	1
U10113	U27203	1
U10113	U39485	1
U10115	U17370	2
U10115	U20209	1
U10115	U20219	1
U10115	U20222	1
U10115	U20223	1
U10115	U24745	1
U10115	U24748	1
U10115	U24938	2
U10115	U27177	2
U10115	U35340	1
U10116	U20214	1
U10116	U25712	1
U10116	U40818	2
U10117	U12319	2
U10117	U12322	1
U10117	U18972	1
U10117	U25668	2
U10117	U27480	1
U1012	U1029	1
U10122	U22408	1
U10125	U20222	1
U10127	U10955	2
U10127	U13296	2
U10127	U31850	1
U10128	U18672	1
U10128	U53892	2
U10131	U10837	1
U10133	U11700	1
U10134	U27639	1
U10137	U11835	1
U10137	U15353	1
U10137	U26954	1
U10142	U23318	2
U10144	U11820	1
U10144	U12319	1
U10144	U13474	2
U10144	U14209	1
U10144	U14225	1
U10144	U14254	2
U10144	U14261	1
U10144	U14263	2
U10144	U14283	1
U10144	U15282	1
U10144	U17142	1
U10144	U19212	1
U10144	U19531	2
U10144	U19765	1
U10144	U20778	2
U10144	U22297	1
U10144	U22321	1
U10144	U22332	1
U10144	U22666	1
U10144	U23023	1
U10144	U25272	1
U10144	U25275	1
U10144	U25331	1
U10144	U25748	2
U10144	U25806	1
U10144	U25991	1
U10144	U26954	1
U10144	U27187	1
U10144	U27403	1
U10144	U27477	1
U10144	U27851	1
U10144	U28276	1
U10144	U28307	1
U10144	U30485	1
U10144	U31225	2
U10144	U31939	1
U10144	U32021	1
U10144	U32982	1
U10144	U33970	2
U10144	U34673	2
U10144	U34913	2
U10144	U36331	1
U10144	U36399	1
U10144	U38029	2
U10145	U10151	2
U10149	U22683	1
U10150	U35802	2
U10151	U13468	1
U10151	U19494	1
U10151	U19754	2
U10151	U25254	1
U10151	U25271	1
U10155	U13225	1
U10155	U38957	1
U10159	U24980	1
U10159	U36332	1
U10161	U14122	1
U10161	U14699	1
U10161	U27822	1
U10161	U31907	1
U10161	U37045	1
U10164	U10830	1
U10164	U24361	1
U10164	U24983	1
U10164	U25248	2
U10164	U25264	1
U10164	U25662	1
U10164	U30957	1
U10174	U13077	1
U10174	U13082	1
U10174	U13087	2
U10174	U13088	1
U10179	U22076	2
U10182	U10509	2
U10182	U25008	1
U10183	U21630	2
U10188	U13598	1
U10188	U43565	1
U10192	U11120	2
U10192	U16322	1
U10192	U22136	1
U10192	U23017	1
U10192	U30813	2
U10192	U32561	1
U10192	U33912	2
U10192	U44313	1
U10194	U12766	2
U10194	U13088	1
U10194	U18119	1
U10194	U18312	2
U10194	U21120	2
U10197	U11069	2
U10197	U26433	2
U10197	U26435	1
U10197	U27000	1
U10197	U40236	1
U10198	U10965	1
U10198	U18250	1
U102	U3721	1
U10200	U14194	1
U10200	U18085	1
U10200	U21228	1
U10201	U41454	1
U10201	U41835	2
U10202	U12763	1
U10202	U13635	1
U10202	U13665	1
U10202	U14608	2
U10205	U11241	1
U10208	U18545	2
U10208	U29790	1
U10209	U18352	1
U1021	U1029	1
U1021	U1175	1
U1021	U12241	1
U1021	U1461	2
U10210	U10218	2
U10210	U10219	1
U10210	U12408	2
U10210	U14792	2
U10212	U25041	1
U10217	U11253	1
U10218	U10219	2
U10218	U43172	1
U10218	U44031	1
U10218	U45968	1
U10218	U48746	2
U10219	U19706	1
U10219	U24206	1
U10221	U24667	1
U10221	U40441	1
U10222	U11438	1
U10222	U20405	1
U10222	U22611	1
U10222	U24893	1
U10222	U25417	1
U10222	U26815	1
U10222	U42316	1
U10228	U26280	1
U1023	U15208	1
U10231	U11722	1
U10231	U11728	1
U10231	U15091	1
U10231	U16326	1
U10231	U25490	2
U10231	U31526	1
U10232	U17333	2
U10232	U26280	1
U10232	U53142	1
U10233	U20403	1
U10233	U42946	1
U10236	U17678	2
U10236	U50555	1
U10239	U17922	1
U10239	U24652	1
U10239	U29547	2
U10240	U10248	1
U10240	U12274	1
U10240	U13689	1
U10240	U16326	2
U10240	U21019	1
U10240	U25490	1
U10240	U31526	1
U10242	U32004	2
U10245	U48601	1
U10247	U11726	1
U10247	U21386	1
U10248	U18905	1
U10248	U21980	1
U10248	U22524	2
U10255	U23115	1
U10258	U29589	1
U10259	U11551	1
U10259	U16299	2
U10259	U22332	1
U10259	U25221	1
U10259	U25253	1
U10259	U27403	1
U10259	U27662	2
U10259	U32589	1
U10263	U28090	2
U10264	U15347	2
U10264	U17258	1
U10264	U27813	1
U10264	U29142	1
U10264	U35350	1
U10264	U35358	2
U10264	U41026	1
U10266	U18643	1
U10266	U23115	1
U10268	U25259	2
U10268	U25549	1
U10268	U25764	1
U10268	U30802	1
U10268	U32719	1
U10269	U55116	2
U1027	U26688	1
U1027	U37345	1
U1027	U37346	1
U10275	U19848	1
U10279	U18712	1
U1028	U21190	1
U1028	U2735	2
U1028	U3313	2
U1028	U41544	1
U10282	U12231	1
U10282	U13700	1
U10282	U14837	1
U10282	U22054	2
U10282	U22230	1
U10282	U22483	1
U10282	U24496	2
U10282	U24498	2
U10282	U24502	1
U10287	U10410	2
U10287	U19963	1
U10287	U35493	2
U10287	U45562	2
U10289	U11884	2
U10289	U21769	2
U10289	U23495	1
U10289	U32327	2
U10289	U35771	2
U1029	U1030	1
U1029	U11044	1
U1029	U11045	1
U1029	U12399	2
U1029	U1417	2
