from_id	to_id	weight
U10035	U10035	2
U10035	U1532	1
U10035	U15837	2
U10035	U17581	2
U10035	U3684	4
U10046	U10046	1
U10072	U21684	1
U10076	U10076	16
U10076	U13441	1
U10076	U20483	6
U10076	U2083	1
U10076	U25576	1
U10076	U25854	1
U10076	U29657	2
U10076	U31003	1
U10076	U31091	1
U10076	U31520	1
U10076	U31524	5
U10076	U4428	2
U10076	U460	2
U10076	U943	1
U10146	U10146	2
U10194	U10194	5
U10194	U14447	1
U10194	U15566	1
U10194	U18571	1
U10194	U2841	3
U10194	U31234	1
U10194	U31507	1
U10194	U31803	1
U10194	U36285	4
U10194	U50650	1
U10194	U7932	1
U10194	U8891	3
U10201	U10201	1
U10201	U14447	1
U10201	U19186	3
U10206	U31198	1
U1021	U18060	1
U1021	U2481	1
U10235	U23388	1
U10251	U10251	4
U10251	U3040	1
U10265	U45	2
U10273	U3837	1
U10330	U10330	2
U10335	U10335	2
U10335	U7709	1
U10335	U934	2
U10366	U21369	1
U10368	U13139	1
U10384	U30035	1
U1040	U332	1
U10400	U10400	10
U10400	U13625	2
U10400	U1384	1
U10400	U15566	4
U10400	U20431	1
U10400	U22170	1
U10400	U238	1
U10400	U24637	1
U10400	U27398	1
U10400	U29326	1
U10400	U29992	1
U10400	U30081	1
U10400	U31335	3
U10400	U31410	1
U10400	U31412	2
U10400	U31559	1
U10400	U31753	1
U10400	U31814	1
U10400	U36285	1
U10400	U683	3
U1041	U31561	1
U1044	U1044	7
U1044	U1384	2
U1044	U22051	1
U1044	U29510	1
U1044	U31574	1
U1044	U31589	1
U1044	U36687	1
U1044	U4040	1
U1044	U6316	1
U1044	U8460	1
U1044	U8799	1
U1044	U9118	1
U10446	U10446	8
U10446	U10909	1
U10446	U11100	1
U10446	U11540	1
U10446	U121	1
U10446	U26522	1
U10446	U29333	1
U10446	U30081	2
U10446	U30800	2
U10446	U31076	1
U10446	U31225	4
U10446	U31261	1
U10446	U31264	1
U10446	U31518	1
U10446	U31751	1
U10446	U4556	1
U10446	U6856	1
U10454	U2657	1
U10475	U31677	1
U10475	U874	1
U10481	U10481	1
U1049	U27767	1
U1050	U2720	1
U1050	U2938	1
U1050	U31814	2
U10503	U10328	1
U10503	U10503	4
U10503	U21349	1
U10503	U22191	2
U10503	U30395	6
U10503	U31484	1
U10503	U31575	1
U10503	U31624	1
U10503	U31629	1
U10503	U31677	2
U10503	U31724	1
U10503	U757	1
U1056	U10330	2
U1056	U1056	6
U1056	U10712	1
U1056	U11828	1
U1056	U24494	1
U1056	U25510	1
U1056	U26935	1
U1056	U30672	1
U1056	U31130	1
U1056	U31145	1
U1056	U31239	1
U1058	U30363	1
U1061	U1061	1
U1061	U11054	1
U1061	U18974	2
U1061	U31323	1
U1061	U31371	2
U1061	U31575	1
U1061	U31781	1
U1061	U42371	1
U10610	U10610	3
U10610	U13441	1
U10610	U18739	1
U10626	U10626	2
U10626	U18739	3
U10626	U7399	1
U10646	U10646	3
U10671	U1946	5
U10671	U26705	2
U10696	U10696	9
U10696	U11025	2
U10696	U11142	1
U10696	U13139	1
U10696	U1353	1
U10696	U1355	2
U10696	U13923	1
U10696	U1465	1
U10696	U1573	1
U10696	U1688	1
U10696	U1737	5
U10696	U17988	1
U10696	U18060	2
U10696	U20787	1
U10696	U22002	1
U10696	U22873	1
U10696	U26522	2
U10696	U31376	1
U10696	U31600	1
U10696	U32	2
U10696	U3473	1
U10696	U4658	1
U10696	U5259	1
U10696	U6101	1
U10696	U6794	2
U10696	U7666	1
U10707	U1465	1
U10707	U21095	2
U10707	U21697	1
U10708	U11145	1
U10712	U10712	1
U10744	U10744	2
U10744	U20997	1
U10744	U22051	1
U10744	U31128	1
U10744	U31574	1
U10744	U6316	1
U10811	U14901	1
U10811	U20729	1
U10811	U6756	1
U10819	U31257	1
U10828	U31597	1
U10839	U23388	2
U10839	U7717	1
U10857	U10857	3
U10857	U23758	2
U10898	U10898	3
